160,5,"1,45614937139208E+048","1,20449860075546E+024","1,20892574759222E+024"
160,3,"7,30761609848751E+047","6,04471845072121E+023","1,20892580160051E+024"
160,5,"1,27883240139771E+048","1,0578273865464E+024","1,20892351404595E+024"
160,5,"1,46145703584051E+048","1,20892581961463E+024","1,20888892612648E+024"
160,5,"1,27899233385088E+048","1,20892581511103E+024","1,05795766610659E+024"
160,3,"1,46150163730964E+048","1,20892581961463E+024","1,20892581959704E+024"
160,3,"1,37007971877857E+048","1,13344174061321E+024","1,20877824566204E+024"
160,7,"1,46149888240622E+048","1,20892354529792E+024","1,20892581511105E+024"
160,17,"1,43375674080556E+048","1,20420346889438E+024","1,19062664893496E+024"
160,11,"1,45936155040801E+048","1,20833552434964E+024","1,20774530004278E+024"
168,5,"3,74138175652955E+050","1,93427854437094E+025","1,93425180019577E+025"
168,3,"3,74142991911741E+050","1,93427393269985E+025","1,93428131138341E+025"
168,11,"3,74138888571221E+050","1,93425271893009E+025","1,93428131137989E+025"
168,11,"3,65181621430931E+050","1,93422228180325E+025","1,88800235043553E+025"
168,5,"2,7951360946504E+050","1,45071836043418E+025","1,92672552501083E+025"
168,3,"3,72706589423697E+050","1,93250955903603E+025","1,92861446755073E+025"
168,5,"3,74144059544949E+050","1,93428129697189E+025","1,93427946664567E+025"
168,3,"3,71204466956699E+050","1,93416325222309E+025","1,91919925337245E+025"
168,5,"3,74142971699064E+050","1,93427394349447E+025","1,93428119609126E+025"
168,5,"3,73413667989598E+050","1,93050341639568E+025","1,93428131138341E+025"
176,5,"9,57807886167618E+052","3,0948441952666E+026","3,09485009821345E+026"
176,5,"9,57806159194485E+052","3,09483866123212E+026","3,09485005209661E+026"
176,11,"9,54069180504132E+052","3,09485009821345E+026","3,08276378573192E+026"
176,11,"9,54068268849668E+052","3,08276084001748E+026","3,09485009821345E+026"
176,5,"9,50326853189118E+052","3,07067167403236E+026","3,09485009819094E+026"
176,3,"7,18415516481521E+052","2,32132573044964E+026","3,09485009819093E+026"
176,5,"9,56408954175335E+052","3,09333894094456E+026","3,09183368662243E+026"
176,5,"8,38083099730647E+052","3,09484862248483E+026","2,70799383737792E+026"
176,5,"9,57809712148715E+052","3,09485009821204E+026","3,09485009533115E+026"
176,3,"9,5757769965277E+052","3,09485009820219E+026","3,0941004225343E+026"
184,5,"2,4519928288476E+055","4,9517601571404E+027","4,95176008335511E+027"
184,13,"2,45199286538096E+055","4,95176015714152E+027","4,95176015713252E+027"
184,3,"2,43283652639779E+055","4,91307453091385E+027","4,9517598625667E+027"
184,3,"2,45198409523298E+055","4,95174244826552E+027","4,95176015483571E+027"
184,7,"2,43732843948177E+055","4,92274591902628E+027","4,95115628466942E+027"
184,3,"2,14547898747818E+055","4,95172472094616E+027","4,33279131693781E+027"
184,13,"2,45199279231035E+055","4,95176000956758E+027","4,95176015714152E+027"
184,7,"2,43336107580197E+055","4,951609115138E+027","4,91428345658935E+027"
184,3,"2,45199257308509E+055","4,95175956684585E+027","4,95176015714138E+027"
184,5,"2,45199286511781E+055","4,95176015710549E+027","4,95176015663712E+027"
192,5,"6,26484177690576E+057","7,92281625142643E+028","7,90734200831406E+028"
192,5,"6,25258215968832E+057","7,89186819685551E+028","7,9228162505041E+028"
192,5,"6,08112802195491E+057","7,92280869564006E+028","7,67546996976132E+028"
192,7,"5,49132507636744E+057","6,93270600516031E+028","7,9208970815725E+028"
192,5,"5,87328990723038E+057","7,42764118001264E+028","7,90734200116595E+028"
192,5,"6,27708976276527E+057","7,92281625142643E+028","7,92280113985369E+028"
192,3,"3,13852729659489E+057","3,96140859794981E+028","7,92275580514266E+028"
192,5,"6,27710023880972E+057","7,92281625142643E+028","7,92281436248074E+028"
192,7,"6,27710172442542E+057","7,92281625142643E+028","7,92281623759137E+028"
192,3,"5,88191019569794E+057","7,42764118017117E+028","7,91894768880367E+028"
200,3,"1,55369299542312E+060","1,26517472029723E+030","1,22804619037764E+030"
200,5,"1,25542004177694E+060","9,90352026707081E+029","1,26765029799677E+030"
200,7,"1,60693804407336E+060","1,26765060022823E+030","1,26765060008179E+030"
200,3,"1,5818297327153E+060","1,24784839501008E+030","1,26764576453417E+030"
200,5,"8,03076726468353E+059","6,33825318413285E+029","1,26703163022703E+030"
200,5,"1,60693725425306E+060","1,26764999591289E+030","1,26765058133876E+030"
200,7,"1,50650451227357E+060","1,18842251327169E+030","1,26765060022821E+030"
200,7,"1,58182662320707E+060","1,26764818237659E+030","1,24784356195854E+030"
200,11,"1,60693497926793E+060","1,26765060022823E+030","1,26764818237661E+030"
200,13,"1,6069380442568E+060","1,2676506002265E+030","1,26765060022823E+030"
208,11,"4,11375846599801E+062","2,02824048423268E+031","2,02823999322463E+031"
208,3,"4,11376139328806E+062","2,02824096035779E+031","2,02824096036517E+031"
208,5,"3,08535059005433E+062","1,52119528782989E+031","2,0282409594207E+031"
208,3,"4,11376139330302E+062","2,02824096036517E+031","2,02824096036517E+031"
208,5,"4,11325916387185E+062","2,02824093014203E+031","2,02799337235731E+031"
208,5,"2,05690411315262E+062","1,01413208587051E+031","2,02824083944353E+031"
208,5,"4,11363781262315E+062","2,02824096036517E+031","2,0281800303858E+031"
208,5,"4,11351006405676E+062","2,02824083947258E+031","2,02811716636493E+031"
208,7,"4,11300818131459E+062","2,0279933761352E+031","2,02811716730202E+031"
208,5,"4,08148978587185E+062","2,01233342779081E+031","2,02823733358771E+031"
216,7,"1,05003963569859E+065","3,23884728377202E+032","3,24201650679774E+032"
216,7,"1,05286586936849E+065","3,24518553658408E+032","3,2443934483843E+032"
216,5,"1,04899314869835E+065","3,24513601902992E+032","3,23250903058272E+032"
216,13,"1,05312291665492E+065","3,24518553658427E+032","3,24518553648982E+032"
216,5,"7,89842188493539E+064","3,24518553657836E+032","2,43388915546051E+032"
216,5,"1,04900915529227E+065","3,23250903058198E+032","3,24518553658426E+032"
216,7,"1,0531067845389E+065","3,2451360189827E+032","3,24518534316794E+032"
216,5,"1,04900915455954E+065","3,24518553431753E+032","3,23250903058198E+032"
216,7,"1,05209447639855E+065","3,24518553658427E+032","3,24201641027259E+032"
216,5,"1,05312291668556E+065","3,24518553658427E+032","3,24518553658424E+032"
224,5,"2,65386967189772E+067","5,11116737425826E+033","5,19229654904982E+033"
224,3,"2,35899530073475E+067","4,54325975605368E+033","5,19229678116357E+033"
224,5,"2,60544146793624E+067","5,03510818410417E+033","5,17454913116191E+033"
224,5,"2,69591223080321E+067","5,19213840221925E+033","5,19229654904984E+033"
224,7,"2,6959944871875E+067","5,19229655145822E+033","5,19229681985392E+033"
224,7,"2,63278429243271E+067","5,19229190677467E+033","5,07056294157417E+033"
224,5,"2,69599434532745E+067","5,19229685853424E+033","5,1922962395654E+033"
224,3,"2,67493212928986E+067","5,15173204053643E+033","5,19229670379233E+033"
224,7,"2,61240296220617E+067","5,0313052322964E+033","5,19229671345901E+033"
224,5,"2,6908112771669E+067","5,18231403269622E+033","5,19229683919202E+033"
232,3,"6,68606674854582E+069","8,04806013072898E+034","8,30767494270723E+034"
232,7,"6,79084419839898E+069","8,29981355923025E+034","8,18192378652513E+034"
232,5,"6,90158837785089E+069","8,30767497353483E+034","8,30748482558212E+034"
232,5,"5,20326969912163E+069","6,26320807787145E+034","8,30767497172145E+034"
232,3,"6,47038720014126E+069","8,30767497365573E+034","7,78844528783246E+034"
232,5,"6,90174387853452E+069","8,3076729929519E+034","8,30767398330416E+034"
232,3,"6,90174632112822E+069","8,30767494276581E+034","8,30767497365573E+034"
232,5,"3,23529910478667E+069","4,15383773441563E+034","7,78869881695515E+034"
232,3,"6,90174632107956E+069","8,30767497365573E+034","8,30767494270723E+034"
232,5,"6,90174633955934E+069","8,30767497268859E+034","8,3076749659186E+034"
240,5,"1,7392400538859E+072","1,30845882815782E+036","1,32922795617083E+036"
240,7,"1,71163393650217E+072","1,32922799578476E+036","1,28769025474192E+036"
240,5,"1,76640907262804E+072","1,32922292520186E+036","1,32890355645934E+036"
240,7,"1,76684703803903E+072","1,3292279954755E+036","1,32922797597788E+036"
240,5,"1,76684621898906E+072","1,32922736195962E+036","1,32922799330905E+036"
240,5,"1,76683358485486E+072","1,3292178546188E+036","1,32922799578371E+036"
240,7,"1,76684706477839E+072","1,32922799578492E+036","1,32922799578492E+036"
240,5,"1,76684706477678E+072","1,32922799578492E+036","1,32922799578371E+036"
240,3,"1,71121521487892E+072","1,32890347723126E+036","1,2876896209529E+036"
240,5,"1,76681842191763E+072","1,32920771461325E+036","1,3292267284438E+036"
248,5,"4,52312835104527E+074","2,1267647932549E+037","2,1267647298801E+037"
248,5,"4,52312740742043E+074","2,12676428619564E+037","2,1267647932491E+037"
248,11,"4,52312848583267E+074","2,12676479325587E+037","2,12676479325587E+037"
248,5,"4,52312848556938E+074","2,12676479313255E+037","2,12676479325538E+037"
248,11,"4,52188271742551E+074","2,12663510863999E+037","2,12630869256989E+037"
248,3,"4,52312417173109E+074","2,12676479300828E+037","2,12676276502264E+037"
248,7,"4,52311985654349E+074","2,12676479226551E+037","2,12676073677395E+037"
248,3,"4,52285241595E+074","2,12676479324039E+037","2,12663498583634E+037"
248,5,"4,5231284521327E+074","2,12676477741023E+037","2,12676479325585E+037"
248,5,"4,5231284689827E+074","2,12676479325587E+037","2,12676478533305E+037"
256,7,"1,01318077705239E+077","2,97747071055898E+038","3,40282365653288E+038"
256,5,"1,15739076926779E+077","3,40282346638529E+038","3,40126598015163E+038"
256,3,"1,15792088806009E+077","3,40282366920937E+038","3,40282365653441E+038"
256,5,"1,15341550080284E+077","3,38963523508977E+038","3,40277174624157E+038"
256,5,"1,15791205813784E+077","3,40282366920939E+038","3,40279770772509E+038"
256,5,"1,15339776173896E+077","3,38953138925154E+038","3,40282366287113E+038"
256,3,"1,15762998524702E+077","3,40199310374383E+038","3,40279932952558E+038"
256,11,"1,1307476121745E+077","3,40271982485639E+038","3,32306998629316E+038"
256,11,"1,14997086949699E+077","3,4027214458646E+038","3,37956217631207E+038"
256,5,"1,15762054131306E+077","3,40199292706503E+038","3,40277174624157E+038"
